,Location,Name,Rooms,Guests,Pets,Wifi,Free_parking,Refrigerator,Kitchen,Smoke_alarm,Cooling,Heating,TV,Bed_lines,Washer,Super_host,Price,Review_count,Total_rate
2453,Phoenix,Guesthouse in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,,True,271,4,4.75
2454,Phoenix,Room in Phoenix,1,1,False,True,True,True,,True,True,True,,True,True,True,163,29,4.97
2455,Scottsdale,Resort in Scottsdale,1,4,False,True,True,True,True,,True,True,True,True,,False,292,0,0.0
2456,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,True,True,True,True,True,True,True,192,27,5.0
2457,Phoenix,Guesthouse in Phoenix,2,4,,True,True,True,True,,True,True,True,True,True,True,342,0,0.0
2458,Scottsdale,Condo in Scottsdale,2,2,False,True,True,True,True,,True,True,True,True,,False,327,103,4.72
2459,Phoenix,Room in Phoenix,1,2,True,True,True,True,True,True,True,True,True,True,True,True,184,20,4.85
2460,Scottsdale,Loft in Scottsdale,2,4,False,True,True,True,True,,True,True,True,True,True,False,336,135,4.71
2461,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,,,False,278,0,0.0
2462,Peoria,Room in Peoria,1,1,False,True,True,True,True,True,True,True,True,True,True,True,151,19,4.84
2463,Phoenix,Condo in Phoenix,2,3,False,True,True,True,True,,True,True,True,True,,False,328,10,5.0
2464,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,True,True,False,324,70,4.59
2465,Peoria,Apartment in Peoria,2,4,False,True,True,True,True,,True,True,True,True,True,True,353,10,5.0
2466,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,319,46,4.85
2467,Phoenix,Apartment in Phoenix,2,3,True,True,True,True,True,,True,True,True,True,True,False,285,2,5.0
2468,Phoenix,Apartment in Phoenix,2,4,True,True,True,True,True,,True,True,True,True,True,True,342,17,4.88
2469,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,,True,False,312,23,4.61
2470,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,True,297,111,4.86
2471,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,True,True,True,True,True,True,True,192,27,5.0
2472,Phoenix,Apartment in Phoenix,2,6,True,True,True,True,True,,True,True,True,True,True,True,370,19,4.95
2473,Phoenix,Room in Phoenix,1,2,False,True,True,,,True,True,True,True,True,,False,278,125,4.91
2474,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,True,True,False,324,70,4.59
2475,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,368,106,4.98
2476,Phoenix,Room in Phoenix,1,1,False,True,True,True,,True,True,True,,True,True,True,163,29,4.97
2477,Scottsdale,Loft in Scottsdale,2,4,False,True,True,True,True,,True,True,True,True,True,False,336,135,4.71
2478,Phoenix,Room in Phoenix,1,2,True,True,True,True,True,True,True,True,True,True,True,True,184,20,4.85
2479,Phoenix,Guesthouse in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,,True,271,4,4.75
2480,Phoenix,Guest suite in Phoenix,1,2,True,True,True,True,True,,True,True,True,,True,True,366,5,4.8
2481,Phoenix,Condo in Phoenix,1,4,,True,True,True,True,,True,True,True,True,True,True,414,13,5.0
2482,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,,True,True,,True,,False,249,8,5.0
2483,Phoenix,Guesthouse in Phoenix,2,4,,True,True,True,True,,True,True,True,True,True,True,342,0,0.0
2484,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,319,46,4.85
2485,Phoenix,Apartment in Phoenix,2,4,True,True,True,True,True,,True,True,True,True,True,True,342,17,4.88
2486,Phoenix,Apartment in Phoenix,2,3,True,True,True,True,True,,True,True,True,True,True,False,300,3,5.0
2487,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,,True,False,312,23,4.61
2488,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,True,297,111,4.86
2489,Phoenix,Guesthouse in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,,True,271,4,4.75
2490,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,True,True,False,324,70,4.59
2491,Phoenix,Room in Phoenix,1,2,False,True,True,,,True,True,True,True,True,,False,278,125,4.91
2492,Phoenix,Apartment in Phoenix,2,6,True,True,True,True,True,,True,True,True,True,True,True,370,19,4.95
2493,Scottsdale,Loft in Scottsdale,2,4,False,True,True,True,True,,True,True,True,True,True,False,336,135,4.71
2494,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,368,106,4.98
2495,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,412,173,4.94
2496,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,True,True,True,True,True,True,True,192,27,5.0
2497,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,True,,True,331,31,4.9
2498,Phoenix,Condo in Phoenix,2,3,False,True,True,True,True,,True,True,True,True,,False,328,10,5.0
2499,Phoenix,Condo in Phoenix,1,2,False,True,True,True,True,,True,True,True,,,False,318,133,4.62
2500,Scottsdale,Condo in Scottsdale,2,2,False,True,True,True,True,,True,True,True,True,,False,327,103,4.72
2501,Phoenix,Condo in Phoenix,1,4,,True,True,True,True,,True,True,True,True,True,True,414,13,5.0
2502,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,319,46,4.85
2503,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,,True,False,312,23,4.61
2504,Phoenix,Apartment in Phoenix,2,4,True,True,True,True,True,,True,True,True,True,True,True,342,17,4.88
2505,Phoenix,Apartment in Phoenix,2,3,True,True,True,True,True,,True,True,True,True,True,False,300,3,5.0
2506,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,True,297,111,4.86
2507,Phoenix,Guesthouse in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,,True,271,4,4.75
2508,Phoenix,Room in Phoenix,1,2,False,True,True,,,True,True,True,True,True,,False,278,125,4.91
2509,Phoenix,Apartment in Phoenix,2,6,True,True,True,True,True,,True,True,True,True,True,True,370,19,4.95
2510,Scottsdale,Loft in Scottsdale,2,4,False,True,True,True,True,,True,True,True,True,True,False,336,135,4.71
2511,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,True,True,False,324,70,4.59
2512,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,True,True,True,True,True,True,True,192,27,5.0
2513,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,455,3,4.67
2514,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,368,106,4.98
2515,Phoenix,Guesthouse in Phoenix,1,2,False,True,True,True,True,,True,True,True,,,True,271,143,4.95
2516,Phoenix,Guesthouse in Phoenix,2,4,,True,True,True,True,,True,True,True,True,True,True,342,0,0.0
2517,Phoenix,Condo in Phoenix,1,3,True,True,True,True,True,,True,True,True,True,True,True,364,16,4.94
2518,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,True,,True,331,31,4.9
2519,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,False,359,26,4.46
2520,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,319,46,4.85
2521,Phoenix,Apartment in Phoenix,2,4,True,True,True,True,True,,True,True,True,True,True,True,342,17,4.88
2522,Phoenix,Apartment in Phoenix,2,3,True,True,True,True,True,,True,True,True,True,True,False,300,3,5.0
2523,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,,True,False,312,23,4.61
2524,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,True,297,111,4.86
2525,Phoenix,Guesthouse in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,,True,271,4,4.75
2526,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,True,True,False,324,70,4.59
2527,Phoenix,Room in Phoenix,1,2,False,True,True,,,True,True,True,True,True,,False,278,125,4.91
2528,Phoenix,Apartment in Phoenix,2,6,True,True,True,True,True,,True,True,True,True,True,True,370,19,4.95
2529,Scottsdale,Loft in Scottsdale,2,4,False,True,True,True,True,,True,True,True,True,True,False,336,135,4.71
2530,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,368,106,4.98
2531,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,412,173,4.94
2532,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,True,True,True,True,True,True,True,192,27,5.0
2533,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,True,,True,331,31,4.9
2534,Phoenix,Condo in Phoenix,2,3,False,True,True,True,True,,True,True,True,True,,False,328,10,5.0
2535,Phoenix,Condo in Phoenix,1,2,False,True,True,True,True,,True,True,True,,,False,318,133,4.62
2536,Scottsdale,Condo in Scottsdale,2,2,False,True,True,True,True,,True,True,True,True,,False,327,103,4.72
2537,Phoenix,Condo in Phoenix,1,4,,True,True,True,True,,True,True,True,True,True,True,414,13,5.0
2538,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,319,46,4.85
2539,Phoenix,Apartment in Phoenix,2,3,True,True,True,True,True,,True,True,True,True,True,False,285,2,5.0
2540,Phoenix,Apartment in Phoenix,2,4,True,True,True,True,True,,True,True,True,True,True,True,342,17,4.88
2541,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,,True,False,312,23,4.61
2542,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,True,297,111,4.86
2543,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,True,True,True,True,True,True,True,192,27,5.0
2544,Phoenix,Apartment in Phoenix,2,6,True,True,True,True,True,,True,True,True,True,True,True,370,19,4.95
2545,Phoenix,Room in Phoenix,1,2,False,True,True,,,True,True,True,True,True,,False,278,125,4.91
2546,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,True,True,False,324,70,4.59
2547,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,368,106,4.98
2548,Phoenix,Room in Phoenix,1,1,False,True,True,True,,True,True,True,,True,True,True,163,29,4.97
2549,Scottsdale,Loft in Scottsdale,2,4,False,True,True,True,True,,True,True,True,True,True,False,336,135,4.71
2550,Phoenix,Room in Phoenix,1,2,True,True,True,True,True,True,True,True,True,True,True,True,184,20,4.85
2551,Phoenix,Guesthouse in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,,True,271,4,4.75
2552,Phoenix,Guest suite in Phoenix,1,2,True,True,True,True,True,,True,True,True,,True,True,366,5,4.8
2553,Phoenix,Condo in Phoenix,1,4,,True,True,True,True,,True,True,True,True,True,True,414,13,5.0
2554,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,,True,True,,True,,False,249,8,5.0
2555,Phoenix,Guesthouse in Phoenix,2,4,,True,True,True,True,,True,True,True,True,True,True,342,0,0.0
2556,Phoenix,Guesthouse in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,412,206,4.94
2557,Phoenix,Home in Phoenix,2,4,False,True,True,True,True,,True,True,True,True,True,False,596,1,5.0
2558,Peoria,Apartment in Peoria,2,4,False,True,True,True,True,,True,True,True,True,True,True,353,10,5.0
2559,New River,Guest suite in New River,2,3,True,True,True,True,True,,True,True,True,True,,True,464,10,5.0
2560,New River,Home in New River,3,6,False,True,True,True,True,,True,True,True,True,True,True,580,54,4.98
2561,Phoenix,Guest suite in Phoenix,1,4,True,True,True,True,True,,True,True,True,True,,True,545,38,4.89
2562,Phoenix,Room in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,True,True,267,82,4.87
2563,Phoenix,Guesthouse in Phoenix,2,4,False,True,True,True,True,,True,True,True,True,True,True,636,12,5.0
2564,Phoenix,Guest suite in Phoenix,1,3,False,True,True,True,True,,True,True,True,True,,True,292,60,4.92
2565,Phoenix,Room in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,210,6,5.0
2566,Phoenix,Home in Phoenix,3,6,True,True,True,True,True,,True,True,True,True,True,True,843,39,4.97
2567,Phoenix,Room in Phoenix,1,2,,True,True,True,True,,True,True,True,True,True,False,267,31,4.71
2568,Glendale,Apartment in Glendale,2,4,False,True,True,True,True,,True,True,True,,True,False,528,14,4.86
2569,Phoenix,Guest suite in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,403,27,4.81
2570,Glendale,Home in Glendale,4,9,True,True,True,True,True,,True,True,True,True,True,True,447,17,4.94
2571,New River,Home in New River,3,8,False,True,True,True,True,,True,True,True,True,True,False,702,5,4.8
2572,Phoenix,Home in Phoenix,3,6,False,True,True,True,True,,True,True,True,True,True,True,521,141,4.91
2573,Phoenix,Guesthouse in Phoenix,2,5,False,True,True,True,True,,True,True,True,True,True,True,484,220,4.92
2574,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,319,46,4.85
2575,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,,True,False,312,23,4.61
2576,Phoenix,Apartment in Phoenix,2,3,True,True,True,True,True,,True,True,True,True,True,False,300,3,5.0
2577,Phoenix,Apartment in Phoenix,2,4,True,True,True,True,True,,True,True,True,True,True,True,342,17,4.88
2578,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,True,297,111,4.86
2579,Phoenix,Guesthouse in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,,True,271,4,4.75
2580,Phoenix,Room in Phoenix,1,2,False,True,True,,,True,True,True,True,True,,False,278,125,4.91
2581,Phoenix,Apartment in Phoenix,2,6,True,True,True,True,True,,True,True,True,True,True,True,370,19,4.95
2582,Scottsdale,Loft in Scottsdale,2,4,False,True,True,True,True,,True,True,True,True,True,False,336,135,4.71
2583,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,True,True,False,324,70,4.59
2584,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,True,True,True,True,True,True,True,192,27,5.0
2585,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,455,3,4.67
2586,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,368,106,4.98
2587,Phoenix,Guesthouse in Phoenix,1,2,False,True,True,True,True,,True,True,True,,,True,271,143,4.95
2588,Phoenix,Guesthouse in Phoenix,2,4,,True,True,True,True,,True,True,True,True,True,True,342,0,0.0
2589,Phoenix,Condo in Phoenix,1,3,True,True,True,True,True,,True,True,True,True,True,True,364,16,4.94
2590,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,True,,True,331,31,4.9
2591,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,False,359,26,4.46
2592,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,319,46,4.85
2593,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,,True,False,312,23,4.61
2594,Phoenix,Apartment in Phoenix,2,3,True,True,True,True,True,,True,True,True,True,True,False,300,3,5.0
2595,Phoenix,Apartment in Phoenix,2,4,True,True,True,True,True,,True,True,True,True,True,True,342,17,4.88
2596,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,True,297,111,4.86
2597,Phoenix,Guesthouse in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,,True,271,4,4.75
2598,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,,,False,278,0,0.0
2599,Phoenix,Room in Phoenix,1,2,False,True,True,,,True,True,True,True,True,,False,278,125,4.91
2600,Phoenix,Apartment in Phoenix,2,6,True,True,True,True,True,,True,True,True,True,True,True,370,19,4.95
2601,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,True,True,True,True,True,True,True,192,27,5.0
2602,Scottsdale,Loft in Scottsdale,2,4,False,True,True,True,True,,True,True,True,True,True,False,336,135,4.71
2603,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,368,106,4.98
2604,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,True,True,False,324,70,4.59
2605,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,455,3,4.67
2606,Phoenix,Guesthouse in Phoenix,1,2,False,True,True,True,True,,True,True,True,,,True,271,143,4.95
2607,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,True,,True,331,31,4.9
2608,Phoenix,Condo in Phoenix,1,3,True,True,True,True,True,,True,True,True,True,True,True,364,16,4.94
2609,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,421,0,0.0
2610,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,False,319,46,4.85
2611,Phoenix,Apartment in Phoenix,2,3,True,True,True,True,True,,True,True,True,True,True,False,285,2,5.0
2612,Phoenix,Apartment in Phoenix,2,4,True,True,True,True,True,,True,True,True,True,True,True,342,17,4.88
2613,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,,True,False,312,23,4.61
2614,Phoenix,Apartment in Phoenix,2,4,False,True,True,True,True,,True,True,True,,True,True,297,111,4.86
2615,Phoenix,Room in Phoenix,1,1,False,True,True,True,True,True,True,True,True,True,True,True,192,27,5.0
2616,Phoenix,Apartment in Phoenix,2,6,True,True,True,True,True,,True,True,True,True,True,True,370,19,4.95
2617,Phoenix,Room in Phoenix,1,2,False,True,True,,,True,True,True,True,True,,False,278,125,4.91
2618,Scottsdale,Apartment in Scottsdale,1,2,False,True,True,True,True,,True,True,True,True,True,False,324,70,4.59
2619,Phoenix,Apartment in Phoenix,1,2,False,True,True,True,True,,True,True,True,True,True,True,368,106,4.98
2620,Phoenix,Room in Phoenix,1,1,False,True,True,True,,True,True,True,,True,True,True,163,29,4.97
2621,Scottsdale,Loft in Scottsdale,2,4,False,True,True,True,True,,True,True,True,True,True,False,336,135,4.71
2622,Phoenix,Room in Phoenix,1,2,True,True,True,True,True,True,True,True,True,True,True,True,184,20,4.85
2623,Phoenix,Guesthouse in Phoenix,1,2,True,True,True,True,True,,True,True,True,True,,True,271,4,4.75
2624,Phoenix,Guest suite in Phoenix,1,2,True,True,True,True,True,,True,True,True,,True,True,366,5,4.8
2625,Phoenix,Condo in Phoenix,1,4,,True,True,True,True,,True,True,True,True,True,True,414,13,5.0
