,Location,Name,Rooms,Guests,Pets,Wifi,Free_parking,Refrigerator,Kitchen,Smoke_alarm,Cooling,Heating,TV,Bed_lines,Washer,Super_host,Price,Review_count,Total_rate
1428,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1429,Boston,Apartment in Boston,1,2,False,True,,,True,,True,True,True,,,False,913,0,0.0
1430,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1431,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1432,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1433,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1434,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1435,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1436,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1437,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1438,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,,,,True,False,431,7,4.71
1439,Boston,Apartment in Boston,3,6,True,True,True,True,True,,True,True,True,True,True,False,1146,3,5.0
1440,Boston,Townhouse in Boston,1,3,False,True,True,True,True,,True,True,True,True,True,True,1059,31,4.81
1441,Medford,Room in Medford,1,2,False,True,True,True,True,True,True,True,True,True,True,True,402,38,4.76
1442,Watertown,Room in Watertown,1,2,False,True,True,True,True,True,True,True,True,True,True,False,369,45,4.78
1443,Boston,Room in Boston,1,2,False,True,,True,True,True,True,True,,True,,False,413,49,4.76
1444,Boston,Room in Boston,1,2,True,True,True,True,True,,True,True,True,,True,False,366,20,4.4
1445,Boston,Place to stay in Boston,1,2,False,True,,True,True,,True,True,True,True,True,False,627,6,5.0
1446,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1447,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1448,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1449,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1450,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1451,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1452,Boston,Apartment in Boston,1,2,False,True,,,True,,True,True,True,,,False,913,0,0.0
1453,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1454,Boston,Apartment in Boston,3,6,True,True,True,True,True,,True,True,True,True,True,False,1146,3,5.0
1455,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1456,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1457,Cambridge,Room in Cambridge,1,1,False,True,True,True,True,True,True,True,True,True,,True,727,36,4.94
1458,Medford,Room in Medford,1,2,False,True,True,True,True,True,True,True,True,True,True,True,402,38,4.76
1459,Boston,Townhouse in Boston,1,3,False,True,True,True,True,,True,True,True,True,True,True,1059,31,4.81
1460,Watertown,Room in Watertown,1,2,False,True,True,True,True,True,True,True,True,True,True,False,369,45,4.78
1461,Boston,Room in Boston,1,2,False,True,,True,True,True,True,True,,True,,False,413,49,4.76
1462,Boston,Room in Boston,1,2,True,True,True,True,True,,True,True,True,,True,False,366,20,4.4
1463,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1464,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1465,Boston,Place to stay in Boston,1,2,False,True,,True,True,,True,True,True,True,True,False,627,6,5.0
1466,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1467,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1468,Boston,Apartment in Boston,1,2,False,True,,,True,,True,True,True,,,False,913,0,0.0
1469,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1470,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1471,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1472,Boston,Apartment in Boston,3,6,True,True,True,True,True,,True,True,True,True,True,False,1146,3,5.0
1473,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1474,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1475,Cambridge,Room in Cambridge,1,1,False,True,True,True,True,True,True,True,True,True,,True,727,36,4.94
1476,Boston,Townhouse in Boston,1,3,False,True,True,True,True,,True,True,True,True,True,True,1059,31,4.81
1477,Medford,Room in Medford,1,2,False,True,True,True,True,True,True,True,True,True,True,True,402,38,4.76
1478,Boston,Place to stay in Boston,1,2,False,True,,True,True,,True,True,True,True,True,False,627,6,5.0
1479,Boston,Room in Boston,1,2,False,True,,True,True,True,True,True,,True,,False,413,49,4.76
1480,Boston,Room in Boston,1,2,True,True,True,True,True,,True,True,True,,True,False,366,20,4.4
1481,Watertown,Room in Watertown,1,2,False,True,True,True,True,True,True,True,True,True,True,False,369,45,4.78
1482,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1483,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1484,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1485,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1486,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1487,Cambridge,Room in Cambridge,1,1,False,True,True,True,True,True,True,True,True,True,,True,727,36,4.94
1488,Boston,Apartment in Boston,1,2,False,True,,,True,,True,True,True,,,False,913,0,0.0
1489,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1490,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1491,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1492,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1493,Boston,Apartment in Boston,3,6,True,True,True,True,True,,True,True,True,True,True,False,1146,3,5.0
1494,Medford,Room in Medford,1,2,False,True,True,True,True,True,True,True,True,True,True,True,402,38,4.76
1495,Boston,Townhouse in Boston,1,3,False,True,True,True,True,,True,True,True,True,True,True,1059,31,4.81
1496,Boston,Room in Boston,1,2,False,True,,True,True,True,True,True,,True,,False,413,49,4.76
1497,Boston,Place to stay in Boston,1,2,False,True,,True,True,,True,True,True,True,True,False,627,6,5.0
1498,Boston,Room in Boston,1,2,True,True,True,True,True,,True,True,True,,True,False,366,20,4.4
1499,Watertown,Room in Watertown,1,2,False,True,True,True,True,True,True,True,True,True,True,False,369,45,4.78
1500,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1501,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1502,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1503,Boston,Apartment in Boston,1,2,False,True,,,True,,True,True,True,,,False,913,0,0.0
1504,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1505,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1506,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1507,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1508,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1509,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1510,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,,,,True,False,431,7,4.71
1511,Cambridge,Room in Cambridge,1,1,False,True,True,True,True,True,True,True,True,True,,True,727,36,4.94
1512,Medford,Room in Medford,1,2,False,True,True,True,True,True,True,True,True,True,True,True,402,38,4.76
1513,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1514,Boston,Townhouse in Boston,1,3,False,True,True,True,True,,True,True,True,True,True,True,1059,31,4.81
1515,Watertown,Room in Watertown,1,2,False,True,True,True,True,True,True,True,True,True,True,False,369,45,4.78
1516,Boston,Room in Boston,1,2,False,True,,True,True,True,True,True,,True,,False,413,49,4.76
1517,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1518,Boston,Room in Boston,1,2,True,True,True,True,True,,True,True,True,,True,False,366,20,4.4
1519,Boston,Place to stay in Boston,1,2,False,True,,True,True,,True,True,True,True,True,False,627,6,5.0
1520,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1521,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1522,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1523,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1524,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1525,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1526,Boston,Room in Boston,1,1,False,True,True,True,True,,True,True,True,,,False,340,126,4.71
1527,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1528,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,,,,True,False,431,7,4.71
1529,Everett,Condo in Everett,1,2,True,True,True,True,True,,True,True,True,True,True,True,935,40,4.85
1530,Medford,Room in Medford,1,2,False,True,True,True,True,True,True,True,True,True,True,True,402,38,4.76
1531,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1532,Boston,Townhouse in Boston,1,3,False,True,True,True,True,,True,True,True,True,True,True,1059,31,4.81
1533,Watertown,Room in Watertown,1,2,False,True,True,True,True,True,True,True,True,True,True,False,369,45,4.78
1534,Boston,Room in Boston,1,2,False,True,,True,True,True,True,True,,True,,False,413,49,4.76
1535,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1536,Boston,Room in Boston,1,2,True,True,True,True,True,,True,True,True,,True,False,366,20,4.4
1537,Boston,Place to stay in Boston,1,2,False,True,,True,True,,True,True,True,True,True,False,627,6,5.0
1538,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1539,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1540,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1541,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1542,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1543,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1544,Boston,Room in Boston,1,1,False,True,True,True,True,,True,True,True,,,False,340,126,4.71
1545,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1546,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,,,,True,False,431,7,4.71
1547,Everett,Condo in Everett,1,2,True,True,True,True,True,,True,True,True,True,True,True,935,40,4.85
1548,Medford,Room in Medford,1,2,False,True,True,True,True,True,True,True,True,True,True,True,402,38,4.76
1549,Boston,Townhouse in Boston,1,3,False,True,True,True,True,,True,True,True,True,True,True,1059,31,4.81
1550,Watertown,Room in Watertown,1,2,False,True,True,True,True,True,True,True,True,True,True,False,369,45,4.78
1551,Boston,Room in Boston,1,2,False,True,,True,True,True,True,True,,True,,False,413,49,4.76
1552,Boston,Room in Boston,1,2,True,True,True,True,True,,True,True,True,,True,False,366,20,4.4
1553,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1554,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1555,Boston,Place to stay in Boston,1,2,False,True,,True,True,,True,True,True,True,True,False,627,6,5.0
1556,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1557,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1558,Boston,Apartment in Boston,1,2,False,True,,,True,,True,True,True,,,False,913,0,0.0
1559,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1560,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1561,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1562,Boston,Apartment in Boston,3,6,True,True,True,True,True,,True,True,True,True,True,False,1146,3,5.0
1563,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1564,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1565,Cambridge,Room in Cambridge,1,1,False,True,True,True,True,True,True,True,True,True,,True,727,36,4.94
1566,Medford,Room in Medford,1,2,False,True,True,True,True,True,True,True,True,True,True,True,402,38,4.76
1567,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1568,Boston,Townhouse in Boston,1,3,False,True,True,True,True,,True,True,True,True,True,True,1059,31,4.81
1569,Watertown,Room in Watertown,1,2,False,True,True,True,True,True,True,True,True,True,True,False,369,45,4.78
1570,Boston,Room in Boston,1,2,False,True,,True,True,True,True,True,,True,,False,413,49,4.76
1571,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1572,Boston,Room in Boston,1,2,True,True,True,True,True,,True,True,True,,True,False,366,20,4.4
1573,Boston,Place to stay in Boston,1,2,False,True,,True,True,,True,True,True,True,True,False,627,6,5.0
1574,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1575,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1576,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1577,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1578,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1579,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1580,Boston,Room in Boston,1,1,False,True,True,True,True,,True,True,True,,,False,340,126,4.71
1581,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1582,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,,,,True,False,431,7,4.71
1583,Everett,Condo in Everett,1,2,True,True,True,True,True,,True,True,True,True,True,True,935,40,4.85
1584,Medford,Room in Medford,1,2,False,True,True,True,True,True,True,True,True,True,True,True,402,38,4.76
1585,Boston,Townhouse in Boston,1,3,False,True,True,True,True,,True,True,True,True,True,True,1059,31,4.81
1586,Watertown,Room in Watertown,1,2,False,True,True,True,True,True,True,True,True,True,True,False,369,45,4.78
1587,Boston,Room in Boston,1,2,False,True,,True,True,True,True,True,,True,,False,413,49,4.76
1588,Boston,Room in Boston,1,2,True,True,True,True,True,,True,True,True,,True,False,366,20,4.4
1589,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1590,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1591,Boston,Place to stay in Boston,1,2,False,True,,True,True,,True,True,True,True,True,False,627,6,5.0
1592,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1593,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1594,Boston,Apartment in Boston,1,2,False,True,,,True,,True,True,True,,,False,913,0,0.0
1595,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1596,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1597,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1598,Boston,Apartment in Boston,3,6,True,True,True,True,True,,True,True,True,True,True,False,1146,3,5.0
1599,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1600,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1601,Cambridge,Room in Cambridge,1,1,False,True,True,True,True,True,True,True,True,True,,True,727,36,4.94
1602,Medford,Room in Medford,1,2,False,True,True,True,True,True,True,True,True,True,True,True,402,38,4.76
1603,Boston,Room in Boston,1,2,True,True,True,True,True,,True,True,True,,True,False,366,20,4.4
1604,Boston,Townhouse in Boston,1,3,False,True,True,True,True,,True,True,True,True,True,True,1059,31,4.81
1605,Boston,Room in Boston,1,2,False,True,,True,True,True,True,True,,True,,False,413,49,4.76
1606,Boston,Place to stay in Boston,1,2,False,True,,True,True,,True,True,True,True,True,False,627,6,5.0
1607,Watertown,Room in Watertown,1,2,False,True,True,True,True,True,True,True,True,True,True,False,369,45,4.78
1608,Somerville,Room in Somerville,1,2,False,True,True,,True,True,True,True,True,,True,False,342,37,3.81
1609,Boston,Apartment in Boston,1,2,False,True,,,True,,True,True,True,,,False,913,0,0.0
1610,Boston,Room in Boston,1,2,False,True,True,True,True,True,True,True,,,True,False,478,51,4.71
1611,Waltham,Room in Waltham,1,2,False,True,True,True,,True,True,True,True,,True,True,304,18,4.83
1612,Malden,Condo in Malden,2,4,False,True,True,True,True,,True,True,True,,True,False,799,103,4.79
1613,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,True,,True,True,False,440,42,4.57
1614,Boston,Room in Boston,1,2,False,True,True,True,,,True,True,,,,False,346,37,4.32
1615,Boston,Apartment in Boston,2,4,True,True,True,True,True,,True,True,True,True,True,False,1465,5,5.0
1616,Waltham,Room in Waltham,1,2,False,True,True,True,True,,True,True,True,,True,False,399,37,4.81
1617,Melrose,Apartment in Melrose,2,4,False,True,True,True,True,,True,True,True,True,True,False,814,38,4.66
1618,Boston,Room in Boston,1,1,False,True,True,True,True,True,True,,,,True,False,431,7,4.71
1619,Boston,Apartment in Boston,3,6,True,True,True,True,True,,True,True,True,True,True,False,1146,3,5.0
1620,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1621,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1622,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1623,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1624,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1625,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1626,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1627,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1628,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
1629,Baltimore,Townhouse in Canton,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
1630,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1631,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1632,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1633,Baltimore,Room in Inner Harbor,1,2,True,True,True,True,True,,True,True,True,True,True,False,214,167,4.37
1634,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
1635,Baltimore,Room in Bolton Hill,1,2,False,True,True,True,True,True,True,True,True,True,True,True,292,155,4.8
1636,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1637,Baltimore,Hotel in Mount Vernon,1,2,False,,True,,,,True,True,True,,,False,357,34,4.65
1638,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1639,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1640,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1641,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1642,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1643,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1644,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1645,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1646,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1647,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
1648,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1649,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
1650,Baltimore,Hotel in Mount Vernon,1,2,False,,True,,,,True,True,True,,,False,357,34,4.65
1651,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
1652,Baltimore,Apartment in Downtown Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,506,40,4.88
1653,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1654,Baltimore,Room in Inner Harbor,1,2,True,True,True,True,True,,True,True,True,True,True,False,214,167,4.37
1655,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1656,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1657,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1658,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1659,Baltimore,Apartment in Baltimore,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1660,Baltimore,Apartment in Baltimore,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1661,Baltimore,Apartment in Baltimore,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1662,Baltimore,Room in Baltimore,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1663,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1664,Baltimore,Home in Baltimore,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1665,Parkville,Room in Parkville,1,2,False,True,True,True,True,True,True,True,,,,False,164,4,5.0
1666,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1667,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1668,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1669,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
1670,Parkville,Guesthouse in Parkville,1,2,True,True,True,True,True,,True,True,True,True,True,False,313,9,4.78
1671,Baltimore,Apartment in Baltimore,1,4,True,True,True,True,True,,True,True,True,True,True,True,491,59,4.93
1672,Baltimore,Townhouse in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
1673,Baltimore,Apartment in Baltimore,2,3,False,True,True,,True,,True,True,True,,,True,483,151,4.86
1674,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1675,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1676,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1677,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1678,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1679,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1680,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1681,Baltimore,Room in Charles Village,1,2,,True,True,True,True,,True,True,True,True,True,True,275,295,4.91
1682,Baltimore,Room in Upper Fells Point,1,1,False,True,True,True,True,,True,True,,,True,False,221,113,4.4
1683,Baltimore,Townhouse in Canton,1,2,False,True,True,True,True,,True,True,True,True,True,True,428,20,4.95
1684,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,True,,True,True,True,True,True,True,482,7,4.86
1685,Baltimore,Home in Washington Village - Pigtown,2,4,False,True,True,True,True,,True,True,True,True,True,False,534,1,5.0
1686,Baltimore,Room in Baltimore,1,1,False,True,True,True,True,,True,True,True,True,True,True,218,11,4.91
1687,Baltimore,Room in Inner Harbor,1,2,True,True,True,True,True,,True,True,True,True,True,False,214,167,4.37
1688,Baltimore,Apartment in Fells Point,1,3,False,True,True,True,True,,True,True,True,True,True,False,629,35,4.8
1689,Baltimore,Room in Bolton Hill,1,2,False,True,True,True,True,True,True,True,True,True,True,True,292,155,4.8
1690,Baltimore,Apartment in Baltimore,1,2,False,True,True,True,True,,True,True,True,True,True,True,393,124,4.89
1691,Baltimore,Hotel in Mount Vernon,1,2,False,,True,,,,True,True,True,,,False,357,34,4.65
1692,Baltimore,Room in Baltimore,1,2,False,True,True,,True,True,True,True,True,,True,False,145,31,4.55
1693,Baltimore,Apartment in Charles Village,1,2,False,True,True,True,,,True,True,,True,,True,326,129,4.81
1694,Baltimore,Apartment in Mount Vernon,2,3,False,True,True,True,True,,True,True,True,True,True,True,522,17,4.76
1695,Baltimore,Apartment in Charles Village,1,1,False,True,True,True,,,True,True,True,True,,True,370,8,4.88
1696,Baltimore,Room in Baltimore,1,2,False,True,True,True,True,True,True,True,True,True,True,True,270,75,4.85
1697,Baltimore,Apartment in Mount Vernon,2,4,True,True,True,True,True,,True,True,True,True,True,True,466,7,5.0
1698,Baltimore,Condo in Baltimore,1,2,False,True,True,True,True,,True,True,True,,True,True,352,10,4.9
1699,Baltimore,Apartment in Mount Vernon,1,2,False,True,True,True,,,True,True,True,,True,False,321,50,4.39
